voxel/serie,z,y,x
116189,42,36,29
116190,42,36,30
116191,42,36,31
116192,42,36,32
116193,42,36,33
116194,42,36,34
116213,42,37,9
116214,42,37,10
116215,42,37,11
116219,42,37,15
116220,42,37,16
116221,42,37,17
116222,42,37,18
116223,42,37,19
116224,42,37,20
116230,42,37,26
116231,42,37,27
116232,42,37,28
116233,42,37,29
116236,42,37,32
116237,42,37,33
116238,42,37,34
116257,42,38,9
116258,42,38,10
116259,42,38,11
116266,42,38,18
116267,42,38,19
116268,42,38,20
116274,42,38,26
116275,42,38,27
116276,42,38,28
116277,42,38,29
116310,42,39,18
116311,42,39,19
116312,42,39,20
116343,42,40,7
116344,42,40,8
116345,42,40,9
116387,42,41,7
116388,42,41,8
116389,42,41,9
116431,42,42,7
116432,42,42,8
116433,42,42,9
116460,42,42,36
116461,42,42,37
116462,42,42,38
116504,42,43,36
116505,42,43,37
116506,42,43,38
116548,42,44,36
116549,42,44,37
116550,42,44,38
118678,43,31,10
118679,43,31,11
118680,43,31,12
118722,43,32,10
118723,43,32,11
118724,43,32,12
118745,43,32,33
118746,43,32,34
118747,43,32,35
118766,43,33,10
118767,43,33,11
118768,43,33,12
118769,43,33,13
118770,43,33,14
118771,43,33,15
118772,43,33,16
118789,43,33,33
118790,43,33,34
118791,43,33,35
118813,43,34,13
118814,43,34,14
118815,43,34,15
118816,43,34,16
118817,43,34,17
118818,43,34,18
118828,43,34,28
118829,43,34,29
118830,43,34,30
118831,43,34,31
118832,43,34,32
118833,43,34,33
118834,43,34,34
118835,43,34,35
118857,43,35,13
118858,43,35,14
118859,43,35,15
118860,43,35,16
118861,43,35,17
118862,43,35,18
118863,43,35,19
118871,43,35,27
118872,43,35,28
118873,43,35,29
118874,43,35,30
118875,43,35,31
118876,43,35,32
118877,43,35,33
118878,43,35,34
118879,43,35,35
118897,43,36,9
118898,43,36,10
118899,43,36,11
118901,43,36,13
118902,43,36,14
118903,43,36,15
118904,43,36,16
118905,43,36,17
118906,43,36,18
118907,43,36,19
118908,43,36,20
118914,43,36,26
118915,43,36,27
118916,43,36,28
118917,43,36,29
118918,43,36,30
118919,43,36,31
118920,43,36,32
118921,43,36,33
118922,43,36,34
118923,43,36,35
118941,43,37,9
118942,43,37,10
118943,43,37,11
118947,43,37,15
118948,43,37,16
118949,43,37,17
118950,43,37,18
118951,43,37,19
118952,43,37,20
118958,43,37,26
118959,43,37,27
118960,43,37,28
118961,43,37,29
118962,43,37,30
118963,43,37,31
118964,43,37,32
118965,43,37,33
118966,43,37,34
118985,43,38,9
118986,43,38,10
118987,43,38,11
118993,43,38,17
118994,43,38,18
118995,43,38,19
118996,43,38,20
119002,43,38,26
119003,43,38,27
119004,43,38,28
119005,43,38,29
119038,43,39,18
119039,43,39,19
119040,43,39,20
119071,43,40,7
119072,43,40,8
119073,43,40,9
119115,43,41,7
119116,43,41,8
119117,43,41,9
119159,43,42,7
119160,43,42,8
119161,43,42,9
119187,43,42,35
119188,43,42,36
119189,43,42,37
119231,43,43,35
119232,43,43,36
119233,43,43,37
119275,43,44,35
119276,43,44,36
119277,43,44,37
121406,44,31,10
121407,44,31,11
121408,44,31,12
121450,44,32,10
121451,44,32,11
121452,44,32,12
121473,44,32,33
121474,44,32,34
121475,44,32,35
121494,44,33,10
121495,44,33,11
121496,44,33,12
121497,44,33,13
121498,44,33,14
121499,44,33,15
121517,44,33,33
121518,44,33,34
121519,44,33,35
121539,44,34,11
121540,44,34,12
121541,44,34,13
121542,44,34,14
121543,44,34,15
121544,44,34,16
121545,44,34,17
121546,44,34,18
121561,44,34,33
121562,44,34,34
121563,44,34,35
121583,44,35,11
121584,44,35,12
121585,44,35,13
121586,44,35,14
121587,44,35,15
121588,44,35,16
121589,44,35,17
121590,44,35,18
121591,44,35,19
121599,44,35,27
121600,44,35,28
121601,44,35,29
121602,44,35,30
121603,44,35,31
121604,44,35,32
121605,44,35,33
121606,44,35,34
121607,44,35,35
121629,44,36,13
121630,44,36,14
121631,44,36,15
121632,44,36,16
121633,44,36,17
121634,44,36,18
121635,44,36,19
121636,44,36,20
121641,44,36,25
121642,44,36,26
121643,44,36,27
121644,44,36,28
121645,44,36,29
121646,44,36,30
121647,44,36,31
121648,44,36,32
121649,44,36,33
121650,44,36,34
121651,44,36,35
121675,44,37,15
121676,44,37,16
121677,44,37,17
121678,44,37,18
121679,44,37,19
121680,44,37,20
121681,44,37,21
121682,44,37,22
121685,44,37,25
121686,44,37,26
121687,44,37,27
121688,44,37,28
121689,44,37,29
121690,44,37,30
121691,44,37,31
121692,44,37,32
121693,44,37,33
121694,44,37,34
121721,44,38,17
121722,44,38,18
121723,44,38,19
121724,44,38,20
121725,44,38,21
121726,44,38,22
121729,44,38,25
121730,44,38,26
121731,44,38,27
121732,44,38,28
121733,44,38,29
121766,44,39,18
121767,44,39,19
121768,44,39,20
121769,44,39,21
121770,44,39,22
121915,44,42,35
121916,44,42,36
121917,44,42,37
121959,44,43,35
121960,44,43,36
121961,44,43,37
122003,44,44,35
122004,44,44,36
122005,44,44,37
124134,45,31,10
124135,45,31,11
124136,45,31,12
124178,45,32,10
124179,45,32,11
124180,45,32,12
124201,45,32,33
124202,45,32,34
124203,45,32,35
124222,45,33,10
124223,45,33,11
124224,45,33,12
124225,45,33,13
124226,45,33,14
124227,45,33,15
124245,45,33,33
124246,45,33,34
124247,45,33,35
124267,45,34,11
124268,45,34,12
124269,45,34,13
124270,45,34,14
124271,45,34,15
124272,45,34,16
124273,45,34,17
124274,45,34,18
124286,45,34,30
124287,45,34,31
124288,45,34,32
124289,45,34,33
124290,45,34,34
124291,45,34,35
124311,45,35,11
124312,45,35,12
124313,45,35,13
124314,45,35,14
124315,45,35,15
124316,45,35,16
124317,45,35,17
124318,45,35,18
124319,45,35,19
124327,45,35,27
124328,45,35,28
124329,45,35,29
124330,45,35,30
124331,45,35,31
124332,45,35,32
124333,45,35,33
124334,45,35,34
124335,45,35,35
124359,45,36,15
124360,45,36,16
124361,45,36,17
124362,45,36,18
124363,45,36,19
124364,45,36,20
124369,45,36,25
124370,45,36,26
124371,45,36,27
124372,45,36,28
124373,45,36,29
124374,45,36,30
124375,45,36,31
124376,45,36,32
124377,45,36,33
124378,45,36,34
124379,45,36,35
124403,45,37,15
124404,45,37,16
124405,45,37,17
124406,45,37,18
124407,45,37,19
124408,45,37,20
124409,45,37,21
124410,45,37,22
124413,45,37,25
124414,45,37,26
124415,45,37,27
124416,45,37,28
124417,45,37,29
124418,45,37,30
124419,45,37,31
124449,45,38,17
124450,45,38,18
124451,45,38,19
124452,45,38,20
124453,45,38,21
124454,45,38,22
124457,45,38,25
124458,45,38,26
124459,45,38,27
124460,45,38,28
124464,45,38,32
124465,45,38,33
124466,45,38,34
124496,45,39,20
124497,45,39,21
124498,45,39,22
124508,45,39,32
124509,45,39,33
124510,45,39,34
124552,45,40,32
124553,45,40,33
124554,45,40,34
124596,45,41,32
124597,45,41,33
124598,45,41,34
124619,45,42,11
124620,45,42,12
124621,45,42,13
124640,45,42,32
124641,45,42,33
124642,45,42,34
124643,45,42,35
124644,45,42,36
124645,45,42,37
124663,45,43,11
124664,45,43,12
124665,45,43,13
124687,45,43,35
124688,45,43,36
124689,45,43,37
124707,45,44,11
124708,45,44,12
124709,45,44,13
124731,45,44,35
124732,45,44,36
124733,45,44,37
126928,46,32,32
126929,46,32,33
126930,46,32,34
126931,46,32,35
126951,46,33,11
126952,46,33,12
126953,46,33,13
126972,46,33,32
126973,46,33,33
126974,46,33,34
126975,46,33,35
126995,46,34,11
126996,46,34,12
126997,46,34,13
126999,46,34,15
127000,46,34,16
127001,46,34,17
127013,46,34,29
127014,46,34,30
127015,46,34,31
127016,46,34,32
127017,46,34,33
127018,46,34,34
127019,46,34,35
127039,46,35,11
127040,46,35,12
127041,46,35,13
127043,46,35,15
127044,46,35,16
127045,46,35,17
127046,46,35,18
127047,46,35,19
127052,46,35,24
127053,46,35,25
127054,46,35,26
127055,46,35,27
127056,46,35,28
127057,46,35,29
127058,46,35,30
127059,46,35,31
127060,46,35,32
127061,46,35,33
127062,46,35,34
127063,46,35,35
127087,46,36,15
127088,46,36,16
127089,46,36,17
127090,46,36,18
127091,46,36,19
127092,46,36,20
127096,46,36,24
127097,46,36,25
127098,46,36,26
127099,46,36,27
127100,46,36,28
127101,46,36,29
127102,46,36,30
127103,46,36,31
127104,46,36,32
127131,46,37,15
127132,46,37,16
127133,46,37,17
127134,46,37,18
127135,46,37,19
127136,46,37,20
127137,46,37,21
127138,46,37,22
127140,46,37,24
127141,46,37,25
127142,46,37,26
127143,46,37,27
127144,46,37,28
127145,46,37,29
127146,46,37,30
127147,46,37,31
127177,46,38,17
127178,46,38,18
127179,46,38,19
127180,46,38,20
127181,46,38,21
127182,46,38,22
127185,46,38,25
127186,46,38,26
127187,46,38,27
127188,46,38,28
127192,46,38,32
127193,46,38,33
127194,46,38,34
127224,46,39,20
127225,46,39,21
127226,46,39,22
127236,46,39,32
127237,46,39,33
127238,46,39,34
127280,46,40,32
127281,46,40,33
127282,46,40,34
127324,46,41,32
127325,46,41,33
127326,46,41,34
127347,46,42,11
127348,46,42,12
127349,46,42,13
127368,46,42,32
127369,46,42,33
127370,46,42,34
127391,46,43,11
127392,46,43,12
127393,46,43,13
127435,46,44,11
127436,46,44,12
127437,46,44,13
129656,47,32,32
129657,47,32,33
129658,47,32,34
129679,47,33,11
129680,47,33,12
129681,47,33,13
129700,47,33,32
129701,47,33,33
129702,47,33,34
129723,47,34,11
129724,47,34,12
129725,47,34,13
129726,47,34,14
129727,47,34,15
