voxel/serie,z,y,x
656,0,14,40
657,0,14,41
658,0,14,42
659,0,14,43
660,0,15,0
661,0,15,1
662,0,15,2
663,0,15,3
664,0,15,4
665,0,15,5
666,0,15,6
667,0,15,7
668,0,15,8
669,0,15,9
670,0,15,10
671,0,15,11
672,0,15,12
673,0,15,13
674,0,15,14
675,0,15,15
676,0,15,16
677,0,15,17
678,0,15,18
679,0,15,19
680,0,15,20
681,0,15,21
682,0,15,22
683,0,15,23
684,0,15,24
685,0,15,25
686,0,15,26
687,0,15,27
688,0,15,28
689,0,15,29
690,0,15,30
691,0,15,31
692,0,15,32
693,0,15,33
694,0,15,34
695,0,15,35
696,0,15,36
697,0,15,37
698,0,15,38
699,0,15,39
700,0,15,40
701,0,15,41
702,0,15,42
703,0,15,43
704,0,16,0
705,0,16,1
706,0,16,2
707,0,16,3
708,0,16,4
709,0,16,5
710,0,16,6
711,0,16,7
712,0,16,8
713,0,16,9
714,0,16,10
715,0,16,11
716,0,16,12
717,0,16,13
718,0,16,14
719,0,16,15
720,0,16,16
721,0,16,17
722,0,16,18
723,0,16,19
724,0,16,20
725,0,16,21
726,0,16,22
727,0,16,23
728,0,16,24
729,0,16,25
730,0,16,26
731,0,16,27
732,0,16,28
733,0,16,29
734,0,16,30
735,0,16,31
736,0,16,32
737,0,16,33
738,0,16,34
739,0,16,35
740,0,16,36
741,0,16,37
742,0,16,38
743,0,16,39
744,0,16,40
745,0,16,41
746,0,16,42
747,0,16,43
748,0,17,0
749,0,17,1
750,0,17,2
751,0,17,3
752,0,17,4
753,0,17,5
754,0,17,6
755,0,17,7
756,0,17,8
757,0,17,9
758,0,17,10
759,0,17,11
760,0,17,12
761,0,17,13
762,0,17,14
763,0,17,15
764,0,17,16
765,0,17,17
766,0,17,18
767,0,17,19
768,0,17,20
769,0,17,21
770,0,17,22
771,0,17,23
772,0,17,24
773,0,17,25
774,0,17,26
775,0,17,27
776,0,17,28
777,0,17,29
778,0,17,30
779,0,17,31
780,0,17,32
781,0,17,33
782,0,17,34
783,0,17,35
784,0,17,36
785,0,17,37
786,0,17,38
787,0,17,39
788,0,17,40
789,0,17,41
790,0,17,42
791,0,17,43
792,0,18,0
793,0,18,1
794,0,18,2
795,0,18,3
796,0,18,4
797,0,18,5
798,0,18,6
799,0,18,7
800,0,18,8
801,0,18,9
802,0,18,10
803,0,18,11
804,0,18,12
805,0,18,13
806,0,18,14
807,0,18,15
808,0,18,16
809,0,18,17
810,0,18,18
811,0,18,19
812,0,18,20
813,0,18,21
814,0,18,22
815,0,18,23
816,0,18,24
817,0,18,25
818,0,18,26
819,0,18,27
820,0,18,28
821,0,18,29
822,0,18,30
823,0,18,31
824,0,18,32
825,0,18,33
826,0,18,34
827,0,18,35
828,0,18,36
829,0,18,37
830,0,18,38
831,0,18,39
832,0,18,40
833,0,18,41
834,0,18,42
835,0,18,43
836,0,19,0
837,0,19,1
838,0,19,2
839,0,19,3
840,0,19,4
841,0,19,5
842,0,19,6
843,0,19,7
844,0,19,8
845,0,19,9
846,0,19,10
847,0,19,11
848,0,19,12
849,0,19,13
850,0,19,14
851,0,19,15
852,0,19,16
853,0,19,17
854,0,19,18
855,0,19,19
856,0,19,20
857,0,19,21
858,0,19,22
859,0,19,23
860,0,19,24
861,0,19,25
862,0,19,26
863,0,19,27
864,0,19,28
865,0,19,29
866,0,19,30
867,0,19,31
868,0,19,32
869,0,19,33
870,0,19,34
871,0,19,35
872,0,19,36
873,0,19,37
874,0,19,38
875,0,19,39
876,0,19,40
877,0,19,41
878,0,19,42
879,0,19,43
880,0,20,0
881,0,20,1
882,0,20,2
883,0,20,3
884,0,20,4
885,0,20,5
886,0,20,6
887,0,20,7
888,0,20,8
889,0,20,9
890,0,20,10
891,0,20,11
892,0,20,12
893,0,20,13
894,0,20,14
895,0,20,15
896,0,20,16
897,0,20,17
898,0,20,18
899,0,20,19
900,0,20,20
901,0,20,21
902,0,20,22
903,0,20,23
904,0,20,24
905,0,20,25
906,0,20,26
907,0,20,27
908,0,20,28
909,0,20,29
910,0,20,30
911,0,20,31
912,0,20,32
913,0,20,33
914,0,20,34
915,0,20,35
916,0,20,36
917,0,20,37
918,0,20,38
919,0,20,39
920,0,20,40
921,0,20,41
922,0,20,42
923,0,20,43
924,0,21,0
925,0,21,1
926,0,21,2
927,0,21,3
928,0,21,4
929,0,21,5
930,0,21,6
931,0,21,7
932,0,21,8
933,0,21,9
934,0,21,10
935,0,21,11
936,0,21,12
937,0,21,13
938,0,21,14
939,0,21,15
940,0,21,16
941,0,21,17
942,0,21,18
943,0,21,19
944,0,21,20
945,0,21,21
946,0,21,22
947,0,21,23
948,0,21,24
949,0,21,25
950,0,21,26
951,0,21,27
952,0,21,28
953,0,21,29
954,0,21,30
955,0,21,31
956,0,21,32
957,0,21,33
958,0,21,34
959,0,21,35
960,0,21,36
961,0,21,37
962,0,21,38
963,0,21,39
964,0,21,40
965,0,21,41
966,0,21,42
967,0,21,43
968,0,22,0
969,0,22,1
970,0,22,2
971,0,22,3
972,0,22,4
973,0,22,5
974,0,22,6
975,0,22,7
976,0,22,8
977,0,22,9
978,0,22,10
979,0,22,11
980,0,22,12
981,0,22,13
982,0,22,14
983,0,22,15
984,0,22,16
985,0,22,17
986,0,22,18
987,0,22,19
988,0,22,20
989,0,22,21
990,0,22,22
991,0,22,23
992,0,22,24
993,0,22,25
994,0,22,26
995,0,22,27
996,0,22,28
997,0,22,29
998,0,22,30
999,0,22,31
1000,0,22,32
1001,0,22,33
1002,0,22,34
1003,0,22,35
1004,0,22,36
1005,0,22,37
1006,0,22,38
1007,0,22,39
1008,0,22,40
1009,0,22,41
1010,0,22,42
1011,0,22,43
1012,0,23,0
1013,0,23,1
1014,0,23,2
1015,0,23,3
1016,0,23,4
1017,0,23,5
1018,0,23,6
1019,0,23,7
1020,0,23,8
1021,0,23,9
1022,0,23,10
1023,0,23,11
1024,0,23,12
1025,0,23,13
1026,0,23,14
1027,0,23,15
1028,0,23,16
1029,0,23,17
1030,0,23,18
1031,0,23,19
1032,0,23,20
1033,0,23,21
1034,0,23,22
1035,0,23,23
1036,0,23,24
1037,0,23,25
1038,0,23,26
1039,0,23,27
1040,0,23,28
1041,0,23,29
1042,0,23,30
1043,0,23,31
1044,0,23,32
1045,0,23,33
1046,0,23,34
1047,0,23,35
1048,0,23,36
1049,0,23,37
1050,0,23,38
1051,0,23,39
1052,0,23,40
1053,0,23,41
1054,0,23,42
1055,0,23,43
1056,0,24,0
1057,0,24,1
1058,0,24,2
1059,0,24,3
1060,0,24,4
1061,0,24,5
1062,0,24,6
1063,0,24,7
1064,0,24,8
1065,0,24,9
1066,0,24,10
1067,0,24,11
1068,0,24,12
1069,0,24,13
1070,0,24,14
1071,0,24,15
1072,0,24,16
1073,0,24,17
1074,0,24,18
1075,0,24,19
1076,0,24,20
1077,0,24,21
1078,0,24,22
1079,0,24,23
1080,0,24,24
1081,0,24,25
1082,0,24,26
1083,0,24,27
1084,0,24,28
1085,0,24,29
1086,0,24,30
1087,0,24,31
1088,0,24,32
1089,0,24,33
1090,0,24,34
1091,0,24,35
1092,0,24,36
1093,0,24,37
1094,0,24,38
1095,0,24,39
1096,0,24,40
1097,0,24,41
1098,0,24,42
1099,0,24,43
1100,0,25,0
1101,0,25,1
1102,0,25,2
1103,0,25,3
1104,0,25,4
1105,0,25,5
1106,0,25,6
1107,0,25,7
1108,0,25,8
1109,0,25,9
1110,0,25,10
1111,0,25,11
1112,0,25,12
1113,0,25,13
1114,0,25,14
1115,0,25,15
1116,0,25,16
1117,0,25,17
1118,0,25,18
1119,0,25,19
1120,0,25,20
1121,0,25,21
1122,0,25,22
1123,0,25,23
1124,0,25,24
1125,0,25,25
1126,0,25,26
1127,0,25,27
1128,0,25,28
1129,0,25,29
1130,0,25,30
1131,0,25,31
1132,0,25,32
1133,0,25,33
1134,0,25,34
1135,0,25,35
1136,0,25,36
1137,0,25,37
1138,0,25,38
1139,0,25,39
1140,0,25,40
1141,0,25,41
1142,0,25,42
1143,0,25,43
1144,0,26,0
1145,0,26,1
1146,0,26,2
1147,0,26,3
1148,0,26,4
1149,0,26,5
1150,0,26,6
1151,0,26,7
1152,0,26,8
1153,0,26,9
1154,0,26,10
1155,0,26,11
1156,0,26,12
1157,0,26,13
1158,0,26,14
1159,0,26,15
1160,0,26,16
1161,0,26,17
1162,0,26,18
1163,0,26,19
1164,0,26,20
1165,0,26,21
1166,0,26,22
1167,0,26,23
1168,0,26,24
1169,0,26,25
1170,0,26,26
1171,0,26,27
1172,0,26,28
1173,0,26,29
1174,0,26,30
1175,0,26,31
1176,0,26,32
1177,0,26,33
1178,0,26,34
1179,0,26,35
1180,0,26,36
1181,0,26,37
1182,0,26,38
1183,0,26,39
1184,0,26,40
1185,0,26,41
1186,0,26,42
1187,0,26,43
1188,0,27,0
1189,0,27,1
1190,0,27,2
1191,0,27,3
1192,0,27,4
1193,0,27,5
1194,0,27,6
1195,0,27,7
1196,0,27,8
1197,0,27,9
1198,0,27,10
1199,0,27,11
1200,0,27,12
1201,0,27,13
1202,0,27,14
1203,0,27,15
1204,0,27,16
1205,0,27,17
1206,0,27,18
1207,0,27,19
1208,0,27,20
1209,0,27,21
1210,0,27,22
1211,0,27,23
1212,0,27,24
1213,0,27,25
1214,0,27,26
1215,0,27,27
1216,0,27,28
1217,0,27,29
1218,0,27,30
1219,0,27,31
1220,0,27,32
1221,0,27,33
1222,0,27,34
1223,0,27,35
1224,0,27,36
1225,0,27,37
1226,0,27,38
1227,0,27,39
1228,0,27,40
1229,0,27,41
1230,0,27,42
1231,0,27,43
1232,0,28,0
1233,0,28,1
1234,0,28,2
1235,0,28,3
1236,0,28,4
1237,0,28,5
1238,0,28,6
1239,0,28,7
1240,0,28,8
1241,0,28,9
1242,0,28,10
1243,0,28,11
1244,0,28,12
1245,0,28,13
1246,0,28,14
1247,0,28,15
1248,0,28,16
1249,0,28,17
1250,0,28,18
1251,0,28,19
1252,0,28,20
1253,0,28,21
1254,0,28,22
1255,0,28,23
1256,0,28,24
1257,0,28,25
1258,0,28,26
1259,0,28,27
1260,0,28,28
1261,0,28,29
1262,0,28,30
1263,0,28,31
1264,0,28,32
1265,0,28,33
1266,0,28,34
1267,0,28,35
1268,0,28,36
1269,0,28,37
1270,0,28,38
1271,0,28,39
1272,0,28,40
1273,0,28,41
1274,0,28,42
1275,0,28,43
1276,0,29,0
1277,0,29,1
1278,0,29,2
1279,0,29,3
1280,0,29,4
1281,0,29,5
1282,0,29,6
1283,0,29,7
1284,0,29,8
1285,0,29,9
1286,0,29,10
1287,0,29,11
1288,0,29,12
1289,0,29,13
1290,0,29,14
1291,0,29,15
1292,0,29,16
1293,0,29,17
1294,0,29,18
1295,0,29,19
1296,0,29,20
1297,0,29,21
1298,0,29,22
1299,0,29,23
1300,0,29,24
1301,0,29,25
1302,0,29,26
1303,0,29,27
1304,0,29,28
1305,0,29,29
1306,0,29,30
1307,0,29,31
1308,0,29,32
1309,0,29,33
1310,0,29,34
1311,0,29,35
1312,0,29,36
1313,0,29,37
1314,0,29,38
1315,0,29,39
1316,0,29,40
1317,0,29,41
1318,0,29,42
1319,0,29,43
1320,0,30,0
1321,0,30,1
1322,0,30,2
1323,0,30,3
1324,0,30,4
1325,0,30,5
1326,0,30,6
1327,0,30,7
1328,0,30,8
1329,0,30,9
1330,0,30,10
1331,0,30,11
1332,0,30,12
1333,0,30,13
1334,0,30,14
1335,0,30,15
1336,0,30,16
1337,0,30,17
1338,0,30,18
1339,0,30,19
1340,0,30,20
1341,0,30,21
1342,0,30,22
1343,0,30,23
1344,0,30,24
1345,0,30,25
1346,0,30,26
1347,0,30,27
1348,0,30,28
1349,0,30,29
1350,0,30,30
1351,0,30,31
1352,0,30,32
1353,0,30,33
1354,0,30,34
1355,0,30,35
1356,0,30,36
1357,0,30,37
1358,0,30,38
1359,0,30,39
1360,0,30,40
1361,0,30,41
1362,0,30,42
1363,0,30,43
1364,0,31,0
1365,0,31,1
1366,0,31,2
1367,0,31,3
1368,0,31,4
1369,0,31,5
1370,0,31,6
1371,0,31,7
1372,0,31,8
1373,0,31,9
1374,0,31,10
1375,0,31,11
1376,0,31,12
1377,0,31,13
1378,0,31,14
1379,0,31,15
1380,0,31,16
1381,0,31,17
1382,0,31,18
1383,0,31,19
1384,0,31,20
1385,0,31,21
1386,0,31,22
1387,0,31,23
1388,0,31,24
1389,0,31,25
1390,0,31,26
1391,0,31,27
1392,0,31,28
1393,0,31,29
1394,0,31,30
1395,0,31,31
1396,0,31,32
1397,0,31,33
1398,0,31,34
1399,0,31,35
1400,0,31,36
1401,0,31,37
1402,0,31,38
1403,0,31,39
1404,0,31,40
1405,0,31,41
1406,0,31,42
1407,0,31,43
1408,0,32,0
1409,0,32,1
1410,0,32,2
1411,0,32,3
1412,0,32,4
1413,0,32,5
1414,0,32,6
1415,0,32,7
1416,0,32,8
1417,0,32,9
1418,0,32,10
1419,0,32,11
1420,0,32,12
1421,0,32,13
1422,0,32,14
1423,0,32,15
1424,0,32,16
1425,0,32,17
1426,0,32,18
1427,0,32,19
1428,0,32,20
1429,0,32,21
1430,0,32,22
1431,0,32,23
1432,0,32,24
1433,0,32,25
1434,0,32,26
1435,0,32,27
1436,0,32,28
1437,0,32,29
1438,0,32,30
1439,0,32,31
1440,0,32,32
1441,0,32,33
1442,0,32,34
1443,0,32,35
1444,0,32,36
1445,0,32,37
1446,0,32,38
1447,0,32,39
1448,0,32,40
1449,0,32,41
1450,0,32,42
1451,0,32,43
1452,0,33,0
1453,0,33,1
1454,0,33,2
1455,0,33,3
1456,0,33,4
1457,0,33,5
1458,0,33,6
1459,0,33,7
1460,0,33,8
1461,0,33,9
1462,0,33,10
1463,0,33,11
1464,0,33,12
1465,0,33,13
1466,0,33,14
1467,0,33,15
1468,0,33,16
1469,0,33,17
1470,0,33,18
1471,0,33,19
1472,0,33,20
1473,0,33,21
1474,0,33,22
1475,0,33,23
1476,0,33,24
1477,0,33,25
1478,0,33,26
1479,0,33,27
1480,0,33,28
1481,0,33,29
1482,0,33,30
1483,0,33,31
1484,0,33,32
1485,0,33,33
1486,0,33,34
1487,0,33,35
1488,0,33,36
1489,0,33,37
1490,0,33,38
1491,0,33,39
1492,0,33,40
1493,0,33,41
1494,0,33,42
1495,0,33,43
1496,0,34,0
1497,0,34,1
1498,0,34,2
1499,0,34,3
1500,0,34,4
1501,0,34,5
1502,0,34,6
1503,0,34,7
1504,0,34,8
1505,0,34,9
1506,0,34,10
1507,0,34,11
1508,0,34,12
1509,0,34,13
1510,0,34,14
1511,0,34,15
1512,0,34,16
1513,0,34,17
1514,0,34,18
1515,0,34,19
1516,0,34,20
1517,0,34,21
1518,0,34,22
1519,0,34,23
1520,0,34,24
1521,0,34,25
1522,0,34,26
1523,0,34,27
1524,0,34,28
1525,0,34,29
1526,0,34,30
1527,0,34,31
1528,0,34,32
1529,0,34,33
1530,0,34,34
1531,0,34,35
1532,0,34,36
1533,0,34,37
1534,0,34,38
1535,0,34,39
1536,0,34,40
1537,0,34,41
1538,0,34,42
1539,0,34,43
1540,0,35,0
1541,0,35,1
1542,0,35,2
1543,0,35,3
1544,0,35,4
1545,0,35,5
1546,0,35,6
1547,0,35,7
1548,0,35,8
1549,0,35,9
1550,0,35,10
1551,0,35,11
1552,0,35,12
1553,0,35,13
1554,0,35,14
1555,0,35,15
1556,0,35,16
1557,0,35,17
1558,0,35,18
1559,0,35,19
1560,0,35,20
1561,0,35,21
1562,0,35,22
1563,0,35,23
1564,0,35,24
1565,0,35,25
1566,0,35,26
1567,0,35,27
1568,0,35,28
1569,0,35,29
1570,0,35,30
1571,0,35,31
1572,0,35,32
1573,0,35,33
1574,0,35,34
1575,0,35,35
1576,0,35,36
1577,0,35,37
1578,0,35,38
1579,0,35,39
1580,0,35,40
1581,0,35,41
1582,0,35,42
1583,0,35,43
1584,0,36,0
1585,0,36,1
1586,0,36,2
1587,0,36,3
1588,0,36,4
1589,0,36,5
1590,0,36,6
1591,0,36,7
1592,0,36,8
1593,0,36,9
1594,0,36,10
1595,0,36,11
1596,0,36,12
1597,0,36,13
1598,0,36,14
1599,0,36,15
1600,0,36,16
1601,0,36,17
1602,0,36,18
1603,0,36,19
1604,0,36,20
1605,0,36,21
1606,0,36,22
1607,0,36,23
1608,0,36,24
1609,0,36,25
1610,0,36,26
1611,0,36,27
1612,0,36,28
1613,0,36,29
1614,0,36,30
1615,0,36,31
1616,0,36,32
1617,0,36,33
1618,0,36,34
1619,0,36,35
1620,0,36,36
1621,0,36,37
1622,0,36,38
1623,0,36,39
1624,0,36,40
1625,0,36,41
1626,0,36,42
1627,0,36,43
1628,0,37,0
1629,0,37,1
1630,0,37,2
1631,0,37,3
1632,0,37,4
1633,0,37,5
1634,0,37,6
1635,0,37,7
1636,0,37,8
1637,0,37,9
1638,0,37,10
1639,0,37,11
1640,0,37,12
1641,0,37,13
1642,0,37,14
1643,0,37,15
1644,0,37,16
1645,0,37,17
1646,0,37,18
1647,0,37,19
1648,0,37,20
1649,0,37,21
1650,0,37,22
1651,0,37,23
1652,0,37,24
1653,0,37,25
1654,0,37,26
1655,0,37,27
1656,0,37,28
1657,0,37,29
1658,0,37,30
1659,0,37,31
1660,0,37,32
1661,0,37,33
